date,type,event,description,resources,year,week_number,month_year,weekday,mentions_kim
2024-03-07,Other Provocation,Military Exercise,KCNA reported that Kim Jong-un inspected the major operational training base in western area and observed military exercises. Reports have indicated that the exercise involved simulated attacks on South Korean guard posts and equipment along the DMZ.,https://kcnawatch.org/newstream/1709802642-977687581/respected-comrade-kim-jong-un-inspects-major-operational-training-base-in-western-area/,2024,9,03-2024,Thursday,True
2024-02-14,Missile Provocation,Strategic cruise missile,"KCNA reported that North Korea succesfully tested new surface-to-sea missile 'Padasuri-6.' The missile flew for approximately 1,400 seconds over the East Sea. ROK JCS reported earlier that North Korea tested several strategic cruise missiles into the waters northeast of Wonsan on the east coast around 9:00 a.m. KST.  This marks the fifth cruise missile test in 2024.","https://en.yna.co.kr/view/AEN20240214003951315?section=nk/nk
https://x.com/JosephHDempsey/status/1765518429979611594?s=20",2024,6,02-2024,Wednesday,False
2024-02-11,Other Provocation,Controlled Rocket Experiment,KCNA reported that North Korea successfully created a new ballistic control system and 240 mm-caliber controllable multiple rocket launcher shells on February 11 (KST). North Korea tested the “accuracy and superiority” of 240 mm-caliber controlled multiple rocket launcher shells through a ballistic control test firing.,https://kcnawatch.org/newstream/1707691107-31728029/controllable-shells-for-multiple-rocket-launcher-newly-developed-in-dprk/,2024,6,02-2024,Sunday,False
2024-02-02,Missile Provocation,Strategic cruise missile,"ROK JCS reported North Korea tested multiple strategic cruise missiles toward the Yellow Sea, at approxiamtely 11:00 a.m (KST). The details are yet to be confirmed. It is the fourth round of cruise missile tests within 10 days. Following the experiment, KCNA reported that they tested a new-type anti-aircraft missile, which is part of the normal acts of the administration.",https://en.yna.co.kr/view/AEN20240202005451315?section=nk/nk,2024,4,02-2024,Friday,False
2024-01-30,Missile Provocation,Long-range Cruise Missile Launch,"ROK JCS reported North Korea tested several strategic cruise missiles toward the Yellow Sea, at around 7:00 am (KST). The missiles reportedly flew around 1500 km to 2000km in a larger circular trajectory compared to the earlier missile test on January 24th. According to KCNA, it was the long-range cruise missile ""Hwasal-2"", which is reported to have distance ranging from 1,800km to 2,000km.",https://en.yna.co.kr/view/AEN20240130003851315?section=nk/nk,2024,4,01-2024,Tuesday,False
2024-01-28,Missile Provocation,Strategic cruise missile,"ROK JCS reported North Korea tested multiple submarine-launched strategic cruise missiles over the waters off the coast of Sinpo, North Korea, at approximately 8:00 a.m. (KST). According to KCNA, the two cruise missiles named “Pulhwasal- 3-31” accurately targeted an island target after a flight time of 7,421 seconds over the East Sea and 7,445 seconds, respectively. This marks the second test of the Pulhwasal-3-31, which was first launched on January 24. Following the KCNA report, however, ROK JCS noted that there is a possbility of the North Korean information being exaggerated.",https://en.yna.co.kr/view/AEN20240128003153315?section=nk/nk,2024,4,01-2024,Sunday,False
2024-01-24,Missile Provocation,Strategic cruise missile,ROK JCS reported North Korea fired multiple cruise missiles into the Yellow Sea at around 7:00 am (KST). The missiles were reportedly fired in a circular trajectory over waters west of Pyongyang. This is the first cruise missile launch by the North since September 2023.,https://en.yna.co.kr/view/AEN20240124003252315?section=nk/nk,2024,3,01-2024,Wednesday,False
2024-01-19,Other Provocation,Underwater nuclear attack drone,"North Korea said it tested the Haeil-5-23, an underwater nuclear weapons system in the sea between Korea and Japan. This is the third test of an underwater nuclear attack drone, after tests in March and April 2023.",https://en.yna.co.kr/view/AEN20240119004652315?section=nk/nk,2024,2,01-2024,Friday,False
2024-01-14,Missile Provocation,Intermediate-range Ballistic Missile Launch,"North Korea reportedly fired a solid-fuel intermediate-range ballistic missile carrying a hypersonic warhead. The missile was launched near Pyongyang at 2:55 p.m., and travelled 1000km (621 miles) before falling into the sea. This is North Korea's first test of a solid-fuel IRBM with a hypersonic warhead.",https://en.yna.co.kr/view/AEN20240115000554315?section=nk/nk,2024,2,01-2024,Sunday,False
2024-01-07,Other Provocation,Artillery Fire,North Korea fired some 90 artillery shots into the waters off the western coast between 4:00 to 5:10 p.m. The shells splashed into the maritime buffer zone north of the Northern Limit Line.,https://en.yna.co.kr/view/AEN20240107002754315?section=nk/nk,2024,1,01-2024,Sunday,False
2024-01-06,Other Provocation,Artillery Fire,North Korea fired some 60 artillery shots into the waters off the western coast between 4:00 to 5:00 p.m. The shells splashed into the maritime buffer zone north of the Northern Limit Line.,https://en.yna.co.kr/view/AEN20240106004052315?section=nk/nk,2024,0,01-2024,Saturday,False
2024-01-05,Other Provocation,Artillery Fire,"North Korea fired some 200 artillery shots into the waters off the western coast between 9:00 to 11:00 a.m. The artillery firings were detected by the ROK JCS from Jangsan Cape and Deungsan Cape. The firings prompted an emergency evacuation order for civilians on Yeonpyeong and Baengnyeong Islands. In response, South Korean military also conducted live-fire drills on the islands.",https://en.yna.co.kr/view/AEN20240105005255315?section=nk/nk,2024,0,01-2024,Friday,False
2023-12-18,Missile Provocation,Intercontinental Ballistic Missile,"ROK JCS reported North Korea fired an ICBM (Hwasong-18) into the sea between Korea and Japan at 8:24 am (KST). The missile flew on a lofted trajectory and travelled 1000km (621 miles). December 18 is the anniversary of Kim Jong-il's death. This is the fifth ICBM tested by North Korea in 2023, and came as the USS Missouri arrived at Busan, South Korea.",https://en.yna.co.kr/view/AEN20231218001554315,2023,51,12-2023,Monday,False
2023-12-17,Missile Provocation,Short-range Ballistic Missile Launch,ROK JCS reported North Korea fired a SRBM from Pyongyang at 10:38 pm (KST). The missile flew about 570km (310 miles) before falling into the sea between Korea and Japan. December 18 is the anniversary of Kim Jong-il's death.,https://en.yna.co.kr/view/AEN20231218001554315,2023,51,12-2023,Sunday,False
2023-11-21,Other Provocation,Satellite Launch,"ROK JCS reported North Korea fired an alleged 'military reconnaissance satellite launch vehicle (SLV)' towards south from Tongchangri-area in Pyongyang at 22:43 on Tuesday, November 21st (KST). JCS added that the vehicle flew through ROK airspace in the West Sea, over Baeknyong-do and Ieo-do. 

""It is not yet clear if the launch was successful, but the Japanese Prime Minister’s Office released a notice at 11:15 p.m. stating the rocket was no longer a threat to Okinawa and that it had entered the area above the Pacific Ocean by 10:55 p.m. This indicates it likely succeeded with at least first-stage separation"" (Colin Zwirko, NK News, November 21, 2023).",https://www.nknews.org/2023/11/north-korea-launches-military-spy-satellite-toward-south-jcs/?utm_source=dlvr.it&utm_medium=twitter,2023,47,11-2023,Tuesday,False
2023-11-14,Other Provocation,Rocket Engine Test,"""Notably, the tests took place at different sites: one at the long-standing solid-propellant engine test stand at Magunpho, and anotehr at the newer facility at the Sohae Satellite Launching Ground"" (Ankit Panda, NK Pro, November 15, 2023).",https://kcnawatch.org/newstream/1700001316-66116341/new-irbm-solid-fuel-engine-test-conducted-in-dprk/,2023,46,11-2023,Tuesday,False
2023-11-11,Other Provocation,Rocket Engine Test,"KCNA reported the DPRK General Missile Bureau has ""developed new-type high-thrust solid-fuel engines for intermediate-range ballistic missile... of important strategic significance... and successfully conducted the first ground jet tests fo the first-stage engine and the second-stage engine on November 11 and 14 (KST) respectively.""",https://kcnawatch.org/newstream/1700001316-66116341/new-irbm-solid-fuel-engine-test-conducted-in-dprk/,2023,45,11-2023,Saturday,False
2023-09-13,Missile Provocation,Short-range Ballistic Missile Launch,"ROK JCS reported North Korea fired two SRBMs from Sunan area from 11:43 am to 11:53 am (KST). Each missile flew around 650 km and crashed in the East Sea. 

Japan made a similar assessment. Tokyo's Cost Guard announed at 11:46 am (KST) that it had detected the launch, and at 11:52 am (KST) that the missile had splashed down. It announced that it had detected a second launch at 11:55 am (KST) and reported splashdown at 12:10 pm (KST).",https://www.nknews.org/2023/09/north-korea-launches-ballistic-missile-as-kim-jong-un-visits-russia-for-summit/,2023,37,09-2023,Wednesday,False
2023-09-01,Missile Provocation,Long-range Cruise Missile Launch,"ROK JCS reported North Korea fired ""multiple"" cruise missiles toward the west coast starting at around 04:00 am (KST). 

Rodong Sinmun reported that NK fired two long-range strategic cruise missiles on Saturday (September 2) morning as part of a ""tactical nuclear attack virtual launch exercise."" The launch reportedly simulated a target distance of roughly 1,500 km over a timespan of over two hours.","https://www.nknews.org/2023/09/north-korea-simulates-tactical-nuclear-attack-in-response-to-us-rok-drills/
https://kcnawatch.org/newstream/1693710456-435014828/counteraction-drill-for-important-purpose-conducted-in-dprk/",2023,35,09-2023,Friday,False
